,name,year,artist,lyric,,
1250,El pendantif,,Claudio Frollo,"Se exhibía en la vidriera un pendantif, simulando una coqueta flor de lis. Y mostrábase un anuncio engañador: ¡Aproveche este precio de ocasión! Detuviste tu mirada de mujer y un momento te inquietaste sin querer, el asomo de un deseo en tu interior como un rictus en los labios coincidió.  Contemplas insistente la hermosa flor de lis y oprimes fuertemente tus dedos de marfil. Consultas la cartera y es grande tu aflicción, no alcanzan tus monedas el precio de ocasión. Conozco tu tragedia, graciosa midinette, tus aros y pulseras son mísero dublé. Recuerdas una frase que puedes pronunciar y el mundo será tuyo, mas nunca la dirás.  Pegadita a la vidriera de cristal yo te observo, casi a punto de llorar, las alhajas tienen alma y es así, que yo supe que pensaba el pendantif. Desde el fondo de su caja de cartón se quejaba tiernamente, y con razón, reclamando la blancura de tu piel, la tibieza de tu escote para él",,
1251,El pensamiento,,Francisco García Jiménez,"Al releer tristemente páginas de honda ternura, rueda a mis pies el cadáver de una flor que yacía entre palabras suyas... Flor que lució noblemente, con pintoresca hermosura, prueba de afecto profundo en el ayer... ¡y hoy fantasma del fugaz querer!...  Muerto pensamiento, que ella un día me ofreció: otro pensamiento ha perdurado tu existir el de mi mente, siempre vivo, que en los recuerdos está cautivo. Horas que entre dichas amorosas vimos ir: guarda el pensamiento vuestro aroma embriagador, eterna flor que yo cultivo con cálido fervor.  En mi soledad mi mente emprende un vuelo, rehúye la cruel verdad y otra vez hasta los cielos donde puso sus anhelos se va... Soy feliz así, a solas con mis sueños, que en ese mundo aún soy dueño del bien que en este mundo ya perdí.",,
1252,El Peregrino,,José Arenas,"A Hugo Enrique Salerno  ¿Lo viste al Peregrino en Buenos Aires? Quijote que anda en bondi, soñador, trajeado con pedazos de vereda, llevando en el ojal su corazón.  Parece que sus manos son dos luces que abrazan la poesía con amor, y tiene un lunfardario en la garganta que inventa mundos nuevos con barrios de alegría y de canción.  Sus tangos tienen fuegos de ternura y niños correteando en cada verso. En cada milonguita una locura florece con poetas de otros tiempos.  Y hay niñas con ojazos de peceras que vuelan con la piel de milongón preñadas de más letras y milagros, te asaltan y te dan un alegrón.  ¿Lo viste al Peregrino entre nostalgias? Cargando su pobreza de Señor, tomando un vino dulce con la luna, llorando en el pañuelo de un adiós.  Parece que en las noches de poesía se mata por lograr una pasión y luego resucita en mariposas con alas juveniles y brillos inmaduros de licor.",,
1253,El perfume del pan,1988,Eugenio Majul,"Cuando las circunstancias me acercan, de improviso, a una cesta de pan y al gratísimo olor que el pan exhala, como un abrigo me cubre ese perfume, Me serena, me calma, impregna el aire del contorno y me desborda el alma de nostalgias.  El perfume del pan, como hace mucho tiempo, como en los dulces días de la infancia, alguna vez, imaginariamente, vuelve a sentarme a la mesa de mis viejos y me oprime un instante la garganta...  El perfume del pan, que no se lleva el viento nunca, que se queda en la casa mientras haya un pedazo del pan de la mañana...  El perfume del pan... y el pan, ese pájaro quieto que lo imagino pájaro aunque no tenga alas...  El perfume del pan, un patio... mis dos viejos y la niñez lejana, ahora en mi recuerdo.",,
1254,El pescante,1934,Homero Manzi,"Yunta oscura trotando en la noche. Latigazo de alarde burlón. Compadreando de gris sobre el coche por las piedras de Constitución.  En la zurda amarrada la rienda, amansó al colorao redomón. Y, como él, se amansaron cien prendas bajo el freno de su pretensión.  ¡Vamos!... cargao con sombra y recuerdo. ¡Vamos!... atravesando el pasado. ¡Vamos!... al son de tu tranco lerdo ¡Vamos!... camino al tiempo olvidado. Vamos por viejas rutinas, tal vez de una esquina nos llame René. Vamos que en sus aventuras viví una locura de amor y Suisse.  Tungo flaco tranqueando en la tarde sin aliento al chirlazo cansao. Fracasado en su último alarde bajo el sol de la calle Callao.  Despintado el alón del sombrero ya ni silba la vieja canción, pues no quedan ni amor ni viajeros para el coche de su corazón.",,
1255,El pibe [b],1926,Eugenio Cárdenas,"Le formó rueda la muchachada al pibe Almada que iba a cantar. Todos buscaron que ninguno lo turbase y se callaran para que pronto empezase... Puso en la viola media gangosa su temblorosa mano al tocar. Y cuando vio que era llegado ya el momento con claro acento, de este modo comenzó:  A mí no me vengan con penas de amores, y el que males tenga que a solas los llore; porque a mí las penas no me hacen mella; pues sufrí ya tanto solamente por ella, que ya no puedo ni llorar.  De la amargura nada me importa ¡la vida es corta y hay que reír! No se acobarde el que sufra sinsabores que nunca es tarde pa’ llorar males de amores. ¡Rían muchachos a carcajadas y que en la nada quede el pesar. Hay que matar los indecibles desengaños pa’ que los años nos enseñen a gozar.",,
1256,El pibe delivery,,Lucio Arce,"Cruzando la noche cual una saeta va el pibe delivery en su motoneta. Las zapas rolingas, casco en la zabeca, desafiando luces con diestra muñeca.  A su raudo paso, el silencio estalla, el escape libre, motor de metralla. Taladra la calma de los inquilinos Escombros los sueños del pobre vecino  ¡Piedad! ¡Piedad! ¡Piedad pa’l pibe delivery! ¡Piedad, señores, piedad! ¡Pa’l pibe delivery yo pido piedad!  Sus nervios de acero, su mano, su audacia no fueron rivales para su desgracia. Entre tantas luces no vieron sus ojos un bondi violento que se cruzó en rojo.  Llegó la ambulancia, entre el alboroto, y la mueca triste de ese cuerpo roto. Botín de un ciruja que pasaba en eso Seis eran de carne; seis, jamón y queso.  ¡Piedad! ¡Piedad! ¡Piedad pa’l pibe delivery! ¡Piedad, señora, piedad! ¡Pa’l pibe delivery yo pido piedad!",,
1257,El pibe milonguero,2006,Sara Melul,"Vos sos un pibe de barrio de aquellos de entonces que bailan gotán, vos venías milongueando con tus ansias de tallar en la milonga sos rana y este tango habla de vos…  Por tus locos berretines te tengo el aprecio de verte bailar vos decías en lunfardo los chabones y algo más en la milonga sos rana y este tango habla de vos.  Cuando entras a la milonga con tu dique de abran cancha te junan desde las naifas hasta los bonchas trajeaos. Al largarse los compases de Tanturi o de D’Arienzo tu mirada embrocante recorre los ojos puestos de alguna muñeca brava que está lista pa’ largar.  Con el primer cabeceo enganchá la mina que junaste vos, la envolviste con tu danza de apilado frenesí la matás con la sentada y este tango habla de vos.",,
1258,El pibe nos va a salvar,,Lucio Arce,"Tengo un pibe que la pisa, que la amasa, que la gasta mucho más que una promesa, ya es una realidad. Y con todo ese futuro no necesito laburo con el talento que tiene, no tendré que trabajar. Aunque sólo tiene doce vieras cómo la descose este viernes muy temprano lo llevo a la Capital. Vivirá el sueño del pibe, jugará en Boca o en River y en España o en Italia ganaremo’ un dineral.  Vos haceme caso a mí, te digo que es así. Dejame que yo sé, nos vamos derechito pa’ Madrid, si ya lo veo salir al Bernabeu. Verás corno se acaba la malaria cuando el pibe pise el área y vibre la popular. Y pedile al carnicero que te fíe pa’l puchero porque alguno de estos días ¡el pibe nos va a salvar!  Vos tenémelo sanito, meta bifes y fideos y después a ver videos de Diego en la selección. Después lo llevo al potrero, que haga jueguito un buen rato con la pelota de trapo que le armé con el calzón. Aguantá, tené paciencia, si la plata no te alcanza este pibe es la esperanza, tiene alma de campeón. Pronto vas a comprobar, cuando el mundo grite “ole”, este pibe con sus goles es calidad de exportación.  Vos haceme caso a mí, te digo que es así. Dejame que yo sé, nos vamos derechito pa’ la Roma, pa’ Milán o Barcelona o al Aleti. Verás cómo se acaba la malaria cuando el pibe pise el área y vibre la popular. Y pedile al verdulero que te fíe pa’l puchero porque yo sé que algún día ¡el pibe nos va a salvar!",,
1259,El Pibe Picaflor,,Arturo Rodríguez Bustamante,"Compadrito y gran “bochero” en San Cristóbal, eras ayer “El Pibe Picaflor”. ¡Y tu fama llenaba las trastiendas, y tu plata copaba el mostrador! Pero al rodar la bocha de tu vida en la cárcel tus sueños sepultó. ¡Y hoy sos la sombra de aquel taita que llamaban “El Pibe Picaflor!  “Pequero” del tiempo viejo bochador de San Cristóbal, de las canchas con parrales de los sapos a la sombra. En la más brava partida tu muñeca te falló, ¡Porque no arrimaste a tiempo al bochín de un corazón!  Has perdido toda “chance” entre las “grelas” y, si jugás, perdés como un “chambón”, ¡pero aún se emborrachan los malevos con la fama del “Pibe Picaflor”! Cuando cae al boliche un guitarrero y les canta tus hechos de varón, mientras vos derramas llanto de caña ¡“amurado” al latón del mostrador!",,
1260,El picaflor del oeste,,Leopoldo Díaz Vélez,"Nací en un barrio pobre de casas sencillas de patios con malvones y olor a jazmín. Humildes ventanitas, faroles de esquina, pero de gente honrada, modesta y feliz. Fui dueño de una chata con dos percherones y un zaino cadenero de estampa ejemplar, pintada de celeste, lucía el renombre con que la muchachada me supo adornar.  Yo soy, yo soy, El Picaflor del oeste. Todo un señor, aunque decirlo me cueste. Sencillo voy porque conservo ese rango, del tiempo flor, cuando era tango mi tango. Yo soy, yo soy, un tipo bien conocido, embajador de aquel pasado florido. Y estoy, penando por un olvido que no ha querido consolar mi corazón.  Las cinco de la tarde marcaban la vuelta y enderezaba el tranco para el corralón. Y mientras descansaba, con las riendas sueltas, iba silbando un tango sencillo y dulzón. Después los matecitos, de tan cariñosa, cebaba la viejita, de mi corazón, prendían la llamita de una milagrosa, ternura que embriagaba de dulce emoción.  Yo soy, yo soy, El Picaflor del oeste. Todo un señor, aunque decirlo me cueste. Sencillo voy porque conservo ese rango, del tiempo flor, cuando era tango mi tango. Yo soy, yo soy, un tipo bien conocido, embajador de aquel pasado florido. Y estoy, penando por un olvido que no he podido arrancar del corazón. Yo soy, yo soy, de un tiempo que ya pasó.",,
1261,El pinche (Pinche),,Juan Andrés Caruso,"Hay una cosa que siempre nos pincha que es como un clavito de felicidad, siempre que lo tocamos para sacarlo se clava más. Está metido tan hondo en el alma que siempre en la vida, se podrá arrancar... y cuando ya nos parece que no lo tenemos, vuelve a pinchar...  Si es que al pinche ya lo ha tocado tenga cuidado que ni con guinche lo va a sacar.  Qué lindo es el pinche y su picadura cuando con ternura pincha el corazón, quién no lo ha sentido una vez en la vida esa dulce herida que se llama amor... Cuántos hay en el mundo que dicen que el dulce pinchazo no los tocará, pero no hay uno solo que del pinchazo pueda escapar. Y es que es el pinche, un lindo fierrito que siempre se mete, se nos mete más y cuando ya parece lo hemos sacado, vuelve a pinchar.  Si es que el pinche ya lo ha tocado tenga cuidado que ni con guinche lo va a sacar.  Hay algunos ojos que cuando nos miran parecen que pinchan hasta el corazón. Yo quisiera sentir esos dulces pinchazos de lindos ojazos ardientes de amor. Qué lindo es el pinche y su picadura cuando con ternura pincha el corazón, quién no lo ha sentido una vez en la vida esa dulce herida que se llama amor...",,
1262,El piropo,,José Rótulo,"Que linda estabas al pasar, pebeta, con tu carita sonrosada y fina, me pareciste una flor divina, como jamás imaginé poder mirar.  Con ansias espero que pases de nuevo, para decirte que por vos me muero y que mis ojos, desde que te vieron, no tienen mas sosiego, sólo saben lagrimerar.  Decí por Dios, dónde estás, que mis ojos no te alcanzan, no matés a la esperanza que me dejaste al pasar. Si te llegara a encontrar, un piropo te diría, escuchame vida mía, aunque no te vea más.",,
1263,El pisito de la calle Melo,,Horacio Ferrer,"En aquel pisito de la calle Melo, pura coincidencia con la realidad, las noches duraban como cinco días, con mate y cariño para despertar.  Porque nos amamos tan intensamente que no nos cabía ya ni el corazón, nos bastaba un vino y un disco de Troilo, ¡dos patos alegres de la Bélle Epoque!  Almafuerte y Baudelaire fue el poético festín y era el techo del bulín el mejor televisor, y era un éxtasis comer una estrella en el balcón, nuestro balcón a Puyrredón y el cielo.  La mayor felicidad viene escrita en Mi menor y así vimos que el amor misterioso es al nacer, misterioso es al morir y al besarnos, al partir, ya cerrado nuestro nido nos lloró.  En aquel pisito de la calle Melo te soltaba el pelo como un lucifer, soñamos, ardimos y en mimos valseados eras Ginger Rogers y yo Fred Astaire.  Todo humilde menos nuestra fantasía que no dio la forma de portarnos bien, porque a nuestras almas les dimos el gusto y al cuerpo le dimos el gusto también.  Almafuerte y Baudelaire fue el poético festín y era el techo del bulín el mejor televisor, y era un éxtasis comer una estrella en el balcón, nuestro balcón a Puyrredón y el cielo.  La mayor felicidad viene escrita en Mi menor y así vimos que el amor misterioso es al nacer, misterioso es al morir y al besarnos, al partir, ya cerrado nuestro nido nos lloró.  En aquel pisito de la calle Melo, los buenos recuerdos se aman por los dos.",,
